name,description,category,brand,product_details,average_rating,reviews_count,price
"Authentic Traditional Balinese Volcanic Clay Incense Holder, Standard (30cm) — Ceramic & Pottery","Traditional Balinese Volcanic Clay Incense Holder — A masterpiece of Celuk heritage. Made from ethically sourced Ata Vine, this item reflects centuries of Balinese woodcarving and craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Celuk workshop.",Ceramic & Pottery,MasCreativeHouse,"OriginalArt, CeramicPottery, GiftFromBali, SpiritualDecor, UniqueGift, WallDecor, HandCarved, TraditionalBalinese, SustainableWood",4.62,178,109.92
"Handcrafted Sustainable Wood Balinese Lantern with Coconut Husk, Decorative (20cm) — Home Decor","This Sustainable Wood Balinese Lantern with Coconut Husk is meticulously crafted by skilled Gianyar artisans using Traditional Batik Cotton. Each piece is unique, bearing the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Gianyar, Bali, Indonesia with international tracking.",Home Decor,KlungkungArtisan,"OriginalArt, HomeDecor, UniqueGift, BaliArt, EthnicArt, SustainableWood",4.76,62,72.3
"Artisan Bali Artisan Offering Basket Centerpiece, Standard (30cm) — Home Decor","This Bali Artisan Offering Basket Centerpiece is meticulously crafted by skilled Gianyar artisans using Rattan & Bamboo. Each piece is unique, bearing the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Gianyar, Bali, Indonesia with international tracking.",Home Decor,NusaDesign,"OriginalArt, HomeDecor, UniqueGift, CulturalHeritage, BaliArt, BalineseCraft, BaliArtisan, EcoFriendly, SilverJewelry",4.69,2567,94.24
"Elegant Organic Bali Twin Dragon Naga Panel, Decorative (20cm) — Wall Art & Panels","This Organic Bali Twin Dragon Naga Panel is meticulously crafted by skilled Sukawati artisans using Suar Wood. Each piece is unique, bearing the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Sukawati, Bali, Indonesia with international tracking.",Wall Art & Panels,KlungkungStudio,"HomeDecor, BatiKTextile, OrganicBali, WallArtPanels, EthnicArt, SustainableWood",4.85,11,371.74
"Traditional Traditional Balinese Ceremonial Temple Sarong, Medium (25cm) — Batik & Textile","Traditional Balinese Ceremonial Temple Sarong — A masterpiece of Batubulan heritage. Made from ethically sourced Handwoven Ikat, this item reflects centuries of Balinese woodcarving and craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Batubulan workshop.",Batik & Textile,BaliHandmade,"RattanBag, OriginalArt, UniqueGift, BatikTextile, IslandCraft, WallDecor, HandCarved, TraditionalBalinese, SustainableWood, SilverJewelry",4.94,1019,109.94
"Traditional Bali Artisan Dewi Sri Goddess Statue, Small (15cm) — Wood Carving & Sculpture","Bring the essence of Ubud Art into your home with this Bali Artisan Dewi Sri Goddess Statue. Produced in small batches in our Gianyar studio, using time-honored techniques passed down through generations. Balinese Cotton sourced responsibly from local forests. Certificate of authenticity included.",Wood Carving & Sculpture,NusaHandmade,"BohoDecor, GiftFromBali, UniqueGift, WoodCarvingSculpture, UbudArt, BatiKTextile, BaliArtisan, WoodCarving, SilverJewelry",4.65,2827,253.79
"Unique Hand Carved Three-Eyed Leyak Mask, Small (15cm) — Masks & Folk Art","Bring the essence of Ubud Art into your home with this Hand Carved Three-Eyed Leyak Mask. Produced in small batches in our Celuk studio, using time-honored techniques passed down through generations. Handwoven Ikat sourced responsibly from local forests. Certificate of authenticity included.",Masks & Folk Art,KutaCraft,"TropicalDecor, IndonesianCraft, BatiKTextile, GiftIdea, MasksFolkArt, HandCarved, EcoFriendly, SilverJewelry",4.78,310,198.22
"Unique Balinese Heritage Agarwood Incense Sticks, Standard (30cm) — Incense & Aromatherapy","Balinese Heritage Agarwood Incense Sticks — A masterpiece of Gianyar heritage. Made from ethically sourced Waru Wood, this item reflects centuries of Balinese woodcarving and craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Gianyar workshop.",Incense & Aromatherapy,SukawatiArtisan,"TraditionalBali, HomeDecor, BalineseHeritage, BatiKTextile, BaliArt, IncenseAromatherapy, BaliStyle, BalineseCraft, SustainableWood",4.95,158,13.8
"Traditional Traditional Balinese Ubud Forest Incense Pack, Decorative (20cm) — Incense & Aromatherapy",Our Traditional Balinese Ubud Forest Incense Pack embodies the artistic spirit of Bali Sustainable Craft. Carved or woven by hand in Mas Village using premium Cempaka Wood. The perfect expression of Balinese Craft for modern interiors. Shipped from Bali with full tracking and eco-friendly packaging.,Incense & Aromatherapy,NusaDesign,"UbudArt, BatiKTextile, TraditionalBalinese, IslandCraft, IncenseAromatherapy, BalineseJewelry, BaliStyle, BalineseMask, HandCarved",4.75,673,13.2
"Artisan Island Craft Moonstone Pendant, Decorative (20cm) — Silver Jewelry",Our Island Craft Moonstone Pendant embodies the artistic spirit of Bali Sustainable Craft. Carved or woven by hand in Tegallalang using premium Waru Wood. The perfect expression of Balinese Craft for modern interiors. Shipped from Bali with full tracking and eco-friendly packaging.,Silver Jewelry,NusaArtisan,"HomeDecor, IslandCraft, WallDecor, BaliStyle, SilverJewelry",4.9,33,615.49
"Elegant Spirit of Bali Balinese Village Painting, Standard (30cm) — Wall Art & Panels","Spirit of Bali Balinese Village Painting — A masterpiece of Celuk heritage. Made from ethically sourced Balinese Cotton, this item reflects centuries of Balinese woodcarving and craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Celuk workshop.",Wall Art & Panels,KlungkungCraft,"OriginalArt, SpiritofBali, TropicalDecor, SpiritualDecor, BatiKTextile, WallArtPanels, IslandCraft, BaliArt, GiftIdea, SilverJewelry",4.81,1343,550.0
"Unique Sustainable Wood Rangda Demon Mask, XL (60cm) — Masks & Folk Art","This Sustainable Wood Rangda Demon Mask is meticulously crafted by skilled Ubud artisans using Sustainable Teak Wood. Each piece is unique, bearing the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Ubud, Bali, Indonesia with international tracking.",Masks & Folk Art,BaliWorkshop,"TraditionalBali, SpiritualDecor, CulturalHeritage, WallDecor, EthnicArt, BaliStyle, MasksFolkArt, SustainableWood",4.94,795,209.81
"Premium Balinese Heritage Natural Straw Beach Bag, Mini (10cm) — Rattan & Woven Bags","Bring the essence of Ubud Art into your home with this Balinese Heritage Natural Straw Beach Bag. Produced in small batches in our Tegallalang studio, using time-honored techniques passed down through generations. Suar Wood sourced responsibly from local forests. Certificate of authenticity included.",Rattan & Woven Bags,KutaCraft,"HomeDecor, UniqueGift, BalineseHeritage, CulturalHeritage, UbudArt, RattanWovenBags, WallDecor",4.85,908,144.52
"Elegant Traditional Balinese Sandalwood Temple Incense, Decorative (20cm) — Incense & Aromatherapy","Bring the essence of Ubud Art into your home with this Traditional Balinese Sandalwood Temple Incense. Produced in small batches in our Mas Village studio, using time-honored techniques passed down through generations. 925 Sterling Silver sourced responsibly from local forests. Certificate of authenticity included.",Incense & Aromatherapy,BaliWorkshop,"TraditionalBali, WoodCarving, TraditionalBalinese, BaliArt, IncenseAromatherapy, HandCarved, SustainableWood, SilverJewelry",4.82,87,28.76
"Authentic Hand Painted Celadon Glaze Vase, Large (40cm) — Ceramic & Pottery","Hand Painted Celadon Glaze Vase — A masterpiece of Tegallalang heritage. Made from ethically sourced Waru Wood, this item reflects centuries of Balinese woodcarving and craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Tegallalang workshop.",Ceramic & Pottery,MasCraft,"CeramicPottery, HandPainted, UbudArt, WallDecor, HandmadeBali, BaliHandmade, HandCarved, SustainableWood",4.64,266,49.98
"Cultural Island Craft Dragon Naga Carving, Large (40cm) — Wood Carving & Sculpture","This Island Craft Dragon Naga Carving is meticulously crafted by skilled Mas Village artisans using Recycled Mango Wood. Each piece is unique, bearing the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Mas Village, Bali, Indonesia with international tracking.",Wood Carving & Sculpture,SeminyakBoutique,"BohoDecor, HomeDecor, WoodCarvingSculpture, IndonesianCraft, IslandCraft",4.53,2154,386.37
"Authentic Balinese Craft Volcanic Clay Incense Holder, Mini (10cm) — Ceramic & Pottery","This Balinese Craft Volcanic Clay Incense Holder is meticulously crafted by skilled Gianyar artisans using Ata Vine. Each piece is unique, bearing the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Gianyar, Bali, Indonesia with international tracking.",Ceramic & Pottery,SukawatiDesign,"BohoDecor, CeramicPottery, SpiritualDecor, UbudArt, IslandCraft, WallDecor, BaliArt, EthnicArt, BalineseCraft",4.65,31,120.0
"Traditional Hand Painted Amethyst Drop Earrings, Large (40cm) — Silver Jewelry",Our Hand Painted Amethyst Drop Earrings embodies the artistic spirit of Bali Sustainable Craft. Carved or woven by hand in Ubud using premium Cempaka Wood. The perfect expression of Balinese Craft for modern interiors. Shipped from Bali with full tracking and eco-friendly packaging.,Silver Jewelry,SukawatiHandmade,"HandPainted, SpiritualDecor, IndonesianCraft, UbudArt, BatiKTextile, ArtisanMade, IslandCraft, EthnicArt, EcoFriendly, SilverJewelry",4.77,1560,402.72
"Artisan Traditional Balinese Celadon Glaze Vase, Large (40cm) — Ceramic & Pottery","Bring the essence of Ubud Art into your home with this Traditional Balinese Celadon Glaze Vase. Produced in small batches in our Mas Village studio, using time-honored techniques passed down through generations. Ata Vine sourced responsibly from local forests. Certificate of authenticity included.",Ceramic & Pottery,GianyarCreativeHouse,"BohoDecor, HomeDecor, CeramicPottery, WallDecor, BaliArt, HandCarved, TraditionalBalinese, SustainableWood",4.86,1748,120.0
"Handcrafted Traditional Balinese Filigree Hoop Earrings, Decorative (20cm) — Silver Jewelry","Traditional Balinese Filigree Hoop Earrings — A masterpiece of Batubulan heritage. Made from ethically sourced Suar Wood, this item reflects centuries of Balinese woodcarving and craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Batubulan workshop.",Silver Jewelry,CelukCraft,"HomeDecor, UniqueGift, WallDecor, EthnicArt, TraditionalBalinese, SilverJewelry",4.79,2300,110.64
"Cultural Organic Bali Ceremonial Painted Mask, Large (40cm) — Masks & Folk Art",Discover the soul of Bali with this Organic Bali Ceremonial Painted Mask. Hand-finished by our Celuk cooperative using sustainable Sustainable Teak Wood. Every detail honors the traditional motifs of Balinese Hinduism and nature. Exported worldwide from Bali with competitive international shipping.,Masks & Folk Art,BaliHandmade,"HomeDecor, UniqueGift, CulturalHeritage, UbudArt, OrganicBali, MasksFolkArt",4.75,987,328.04
"Rare Island Craft Twin Dragon Naga Panel, Decorative (20cm) — Wall Art & Panels",Our Island Craft Twin Dragon Naga Panel embodies the artistic spirit of Bali Sustainable Craft. Carved or woven by hand in Tegallalang using premium Natural Rattan. The perfect expression of Balinese Craft for modern interiors. Shipped from Bali with full tracking and eco-friendly packaging.,Wall Art & Panels,MasDesign,"HomeDecor, SpiritualDecor, IndonesianCraft, BatiKTextile, WallArtPanels, IslandCraft, HandmadeBali, BalineseMask",4.51,118,329.01
"Elegant Hand Painted Woven Bali Tote, Medium (25cm) — Rattan & Woven Bags","This Hand Painted Woven Bali Tote is meticulously crafted by skilled Sukawati artisans using Balinese Cotton. Each piece is unique, bearing the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Sukawati, Bali, Indonesia with international tracking.",Rattan & Woven Bags,BaliDesign,"HandPainted, HomeDecor, IndonesianCraft, RattanWovenBags, BatiKTextile, BaliStyle, BalineseMask",4.61,1858,75.35
"Traditional Balinese Craft Bali Beach Sunset Canvas, Medium (25cm) — Paintings on Canvas",Our Balinese Craft Bali Beach Sunset Canvas embodies the artistic spirit of Bali Sustainable Craft. Carved or woven by hand in Ubud using premium Volcanic Sand & Stone Resin. The perfect expression of Balinese Craft for modern interiors. Shipped from Bali with full tracking and eco-friendly packaging.,Paintings on Canvas,UbudArtisan,"RattanBag, HomeDecor, PaintingsonCanvas, IndonesianCraft, UbudArt, ArtisanMade, EthnicArt, BalineseCraft, WoodCarving",4.64,1989,266.97
"Cultural Bali Artisan Rangda Demon Mask, XL (60cm) — Masks & Folk Art",Our Bali Artisan Rangda Demon Mask embodies the artistic spirit of Bali Sustainable Craft. Carved or woven by hand in Batubulan using premium Balinese Cotton. The perfect expression of Balinese Craft for modern interiors. Shipped from Bali with full tracking and eco-friendly packaging.,Masks & Folk Art,SukawatiBoutique,"IndonesianCraft, BatiKTextile, SustainableWood, MasksFolkArt, BaliArtisan, WoodCarving",4.52,2454,80.51
"Premium Hand Carved Rama Sita Story Panel, Standard (30cm) — Wall Art & Panels","Bring the essence of Ubud Art into your home with this Hand Carved Rama Sita Story Panel. Produced in small batches in our Ubud studio, using time-honored techniques passed down through generations. Suar Wood sourced responsibly from local forests. Certificate of authenticity included.",Wall Art & Panels,SeminyakStudio,"GiftFromBali, UniqueGift, WallArtPanels, BaliArt, EthnicArt, BaliStyle, BalineseCraft, HandCarved",4.69,1024,282.23
"Cultural Balinese Craft Dewi Sri Goddess Statue, XL (60cm) — Wood Carving & Sculpture",Our Balinese Craft Dewi Sri Goddess Statue embodies the artistic spirit of Bali Sustainable Craft. Carved or woven by hand in Celuk using premium Ebony Wood. The perfect expression of Balinese Craft for modern interiors. Shipped from Bali with full tracking and eco-friendly packaging.,Wood Carving & Sculpture,GianyarCreativeHouse,"HomeDecor, WoodCarvingSculpture, SpiritualDecor, IslandCraft, BalineseCraft, BaliHandmade, HandCarved, EcoFriendly",4.64,85,385.55
